"","Body_type","number_of_seats","length_mm","curb_weight_kg","maximum_torque_n_m","injection_type","cylinder_layout","number_of_cylinders","compression_ratio","engine_type","valves_per_cylinder","boost_type","engine_placement","engine_hp","drive_wheels","number_of_gears","transmission","fuel_grade","Fuel_Economy"
"14101",6,"5","3946","1065","113",41,54,4,9,16,4,9,9,87,30,5,36,"95",5.6
"14103",6,"5","3946","1092","131",41,54,4,9,16,4,9,9,102,30,5,37,"95",6.1
"14104",6,"5","3946","1092","131",41,54,4,9,16,4,9,9,102,30,5,36,"95",5.9
"14106",4,"5","4249","1065","113",41,54,4,9,16,4,9,9,87,30,5,36,"95",5.7
"14109",4,"5","4249","1060","131",41,54,4,9,16,4,9,9,102,30,5,36,"95",5.9
"14313",11,"2","5158","1794","353",41,53,6,9,16,2,9,9,200,29,4,35,"92",13.8
"14314",11,"2","5158","1794","353",41,53,6,9,16,2,9,9,200,29,4,35,"92",13.8
"14315",11,"2","5158","1926","353",41,53,6,9,16,2,9,9,200,32,4,35,"92",15.7
"14316",11,"2","5158","1926","353",41,53,6,9,16,2,9,9,200,32,4,35,"92",15.7
"14317",11,"2","5644","1984","353",41,53,6,9,16,2,9,9,200,32,4,35,"92",15.7
"14318",11,"2","5644","1844","353",41,53,6,9,16,2,9,9,200,29,4,35,"92",13.8
"14319",11,"2","5158","1794","353",41,53,6,9,16,2,9,9,200,29,5,36,"92",14.7
"14320",11,"2","5158","1794","353",41,53,6,9,16,2,9,9,200,29,5,36,"92",14.7
"14321",11,"2","5158","1926","353",41,53,6,9,16,2,9,9,200,32,5,36,"92",16.8
"14322",11,"2","5158","1926","353",41,53,6,9,16,2,9,9,200,32,5,36,"92",16.8
"14323",11,"2","5644","1984","353",41,53,6,9,16,2,9,9,200,32,5,36,"92",16.8
"14324",11,"2","5644","1844","353",41,53,6,9,16,2,9,9,200,29,5,36,"92",14.7
"14325",11,"2","5158","1794","386",41,53,8,9,16,2,9,9,270,29,4,35,"92",14.7
"14326",11,"2","5158","1794","386",41,53,8,9,16,2,9,9,270,29,4,35,"92",14.7
"14327",11,"2","5158","1926","386",41,53,8,9,16,2,9,9,270,32,4,35,"92",16.8
"14328",11,"2","5158","1926","386",41,53,8,9,16,2,9,9,270,32,4,35,"92",16.8
"14329",11,"2","5644","1984","386",41,53,8,9,16,2,9,9,270,32,4,35,"92",16.8
"14330",11,"2","5644","1844","386",41,53,8,9,16,2,9,9,270,29,4,35,"92",14.7
"14331",11,"2","5158","1794","386",41,53,8,9,16,2,9,9,270,29,5,36,"92",14.7
"14332",11,"2","5158","1794","386",41,53,8,9,16,2,9,9,270,29,5,36,"92",14.7
"14333",11,"2","5158","1926","386",41,53,8,9,16,2,9,9,270,32,5,36,"92",16.8
"14334",11,"2","5158","1926","386",41,53,8,9,16,2,9,9,270,32,5,36,"92",16.8
"14335",11,"2","5644","1984","386",41,53,8,9,16,2,9,9,270,32,5,36,"92",16.8
"14336",11,"2","5644","1844","386",41,53,8,9,16,2,9,9,270,29,5,36,"92",14.7
"14337",11,"2","5158","1794","441",41,53,8,9,16,2,9,9,285,29,4,35,"92",15.7
"14338",11,"2","5158","1794","441",41,53,8,9,16,2,9,9,285,29,4,35,"92",15.7
"14339",11,"2","5158","1926","441",41,53,8,9,16,2,9,9,285,32,4,35,"92",16.8
"14340",11,"2","5158","1926","441",41,53,8,9,16,2,9,9,285,32,4,35,"92",16.8
"14341",11,"2","5644","1984","441",41,53,8,9,16,2,9,9,285,32,4,35,"92",16.8
"14342",11,"2","5644","1844","441",41,53,8,9,16,2,9,9,285,29,4,35,"92",15.7
"14345",11,"2","5644","2081","488",41,53,8,9,16,2,9,9,300,29,4,35,"92",19.6
"14392",11,"5","6025","2497","353",41,53,6,9,16,2,9,9,195,29,4,35,"92",13
"14393",11,"5","6025","2497","353",41,53,6,9,16,2,9,9,200,29,4,35,"92",14.7
"14394",11,"5","6025","2638","353",41,53,6,9,16,2,9,9,195,31,4,35,"92",16.8
"14395",11,"5","6025","2638","352",41,53,6,9,16,2,9,9,200,31,4,35,"92",15.7
"14396",11,"5","6025","2497","441",41,53,8,9,16,2,9,9,285,29,4,35,"92",15.7
"14397",11,"5","6025","2497","463",41,53,8,9,16,2,9,9,295,29,4,35,"92",14.7
"14398",11,"5","6025","2638","441",41,53,8,9,16,2,9,9,285,31,4,35,"92",16.8
"14399",11,"5","6025","2638","463",41,53,8,9,16,2,9,9,295,31,4,35,"92",15.7
"14400",11,"5","5779","2397","463",41,53,8,9,16,2,9,9,295,31,4,35,"92",15.7
"14401",11,"5","5779","2262","463",41,53,8,9,16,2,9,9,295,29,4,35,"92",14.7
"14402",11,"5","6025","2497","463",41,53,8,9,16,2,9,9,295,29,4,35,"92, Ethanol",14.7
"14403",11,"5","6025","2638","463",41,53,8,9,16,2,9,9,295,31,4,35,"92, Ethanol",15.7
"14404",11,"5","5779","2397","463",41,53,8,9,16,2,9,9,295,31,4,35,"92, Ethanol",15.7
"14405",11,"5","5779","2262","463",41,53,8,9,16,2,9,9,295,29,4,35,"92, Ethanol",14.7
"14406",11,"5","6025","2497","463",41,53,8,9,20,2,9,9,295,29,4,35,"92",13.8
"14407",11,"5","6025","2638","463",41,53,8,9,20,2,9,9,295,31,4,35,"92",14.7
"14408",11,"5","5779","2397","463",41,53,8,9,20,2,9,9,295,31,4,35,"92",14.7
"14409",11,"5","5779","2262","463",41,53,8,9,20,2,9,9,295,29,4,35,"92",13.8
"14755",11,"5","5781","2098","353",41,53,6,9,16,2,9,9,195,29,4,35,"92",13
"14756",11,"5","5781","2063","352",41,53,6,9,16,2,9,9,200,29,4,35,"92",14.7
"14757",11,"5","5781","2098","353",41,53,6,9,16,2,9,9,195,29,4,35,"92",13
"14758",11,"5","5781","2290","353",41,53,6,9,16,2,9,9,195,31,4,35,"92",16.7
"14759",11,"5","5781","2290","352",41,53,6,9,16,2,9,9,200,31,4,35,"92",15.7
"14760",11,"5","5781","2290","353",41,53,6,9,16,2,9,9,195,31,4,35,"92",16.7
"14761",11,"5","5781","2098","353",41,53,6,9,16,2,9,9,195,29,5,36,"92",14.7
"14762",11,"5","5781","2063","352",41,53,6,9,16,2,9,9,200,29,5,36,"92",14.7
"14763",11,"5","5781","2290","353",41,53,6,9,16,2,9,9,195,31,5,36,"92",15.7
"14764",11,"5","5781","2290","352",41,53,6,9,16,2,9,9,200,31,5,36,"92",16.8
"14765",11,"5","5781","2063","386",41,53,8,9,16,2,9,9,270,29,4,35,"92",15.7
"14766",11,"5","5781","2063","386",41,53,8,9,16,2,9,9,275,29,4,35,"92",15.7
"14767",11,"5","5781","2098","398",41,53,8,9,16,2,9,9,285,29,4,35,"92",14.7
"14768",11,"5","5781","2063","386",41,53,8,9,16,2,9,9,270,29,4,35,"92",15.7
"14769",11,"5","5781","2063","386",41,53,8,9,16,2,9,9,275,29,4,35,"92",15.7
"14770",11,"5","5781","2098","398",41,53,8,9,16,2,9,9,285,29,4,35,"92",14.7
"14771",11,"5","5781","2290","386",41,53,8,9,16,2,9,9,270,31,4,35,"92",16.8
"14772",11,"5","5781","2290","386",41,53,8,9,16,2,9,9,275,31,4,35,"92",16.8
"14773",11,"5","5781","2290","398",41,53,8,9,16,2,9,9,285,31,4,35,"92",15.7
"14774",11,"5","5781","2290","386",41,53,8,9,16,2,9,9,270,31,4,35,"92",16.8
"14775",11,"5","5781","2290","386",41,53,8,9,16,2,9,9,275,31,4,35,"92",16.8
"14776",11,"5","5781","2290","398",41,53,8,9,16,2,9,9,285,31,4,35,"92",15.7
"14777",11,"5","6264","2375","386",41,53,8,9,16,2,9,9,270,31,4,35,"92",16.8
"14778",11,"5","6264","2375","386",41,53,8,9,16,2,9,9,275,31,4,35,"92",16.8
"14779",11,"5","6264","2375","398",41,53,8,9,16,2,9,9,285,31,4,35,"92",15.7
"14780",11,"5","6264","2220","386",41,53,8,9,16,2,9,9,270,29,4,35,"92",15.7
"14781",11,"5","6264","2220","386",41,53,8,9,16,2,9,9,275,29,4,35,"92",15.7
"14782",11,"5","6264","2220","398",41,53,8,9,16,2,9,9,285,29,4,35,"92",14.7
"14783",11,"5","5781","2063","386",41,53,8,9,16,2,9,9,270,29,5,36,"92",14.7
"14784",11,"5","5781","2063","386",41,53,8,9,16,2,9,9,275,29,5,36,"92",14.7
"14785",11,"5","5781","2098","398",41,53,8,9,16,2,9,9,285,29,5,36,"92",14.7
"14786",11,"5","5781","2290","386",41,53,8,9,16,2,9,9,270,31,5,36,"92",16.8
"14787",11,"5","5781","2290","386",41,53,8,9,16,2,9,9,275,31,5,36,"92",16.8
"14788",11,"5","5781","2290","398",41,53,8,9,16,2,9,9,285,31,5,36,"92",15.7
"14789",11,"5","6264","2375","386",41,53,8,9,16,2,9,9,270,31,5,36,"92",16.8
"14790",11,"5","6264","2375","386",41,53,8,9,16,2,9,9,275,31,5,36,"92",16.8
"14791",11,"5","6264","2220","386",41,53,8,9,16,2,9,9,270,29,5,36,"92",14.7
"14792",11,"5","6264","2220","386",41,53,8,9,16,2,9,9,275,29,5,36,"92",14.7
"14793",11,"5","5781","2063","441",41,53,8,9,16,2,9,9,285,29,4,35,"92",15.7
"14794",11,"5","5781","2098","463",41,53,8,9,16,2,9,9,295,29,4,35,"92",14.7
"14795",11,"5","5781","2063","463",41,53,8,9,16,2,9,9,295,29,4,35,"92",14.7
"14796",11,"5","5781","2290","441",41,53,8,9,16,2,9,9,285,31,4,35,"92",16.8
"14797",11,"5","5781","2290","463",41,53,8,9,16,2,9,9,310,31,4,35,"92",15.7
"14798",11,"5","5781","2290","463",41,53,8,9,16,2,9,9,310,31,4,35,"92",15.7
"14799",11,"5","6264","2375","441",41,53,8,9,16,2,9,9,285,31,4,35,"92",16.8
"14800",11,"5","6264","2375","463",41,53,8,9,16,2,9,9,310,31,4,35,"92",15.7
"14801",11,"5","5535","2290","463",41,53,8,9,16,2,9,9,295,31,4,35,"92",14.7
"14802",11,"5","6264","2220","441",41,53,8,9,16,2,9,9,285,29,4,35,"92",15.7
"14803",11,"5","6264","2220","463",41,53,8,9,16,2,9,9,295,29,4,35,"92",14.7
"14804",11,"5","5535","2159","463",41,53,8,9,16,2,9,9,295,29,4,35,"92",14.7
"14805",11,"5","5781","2098","463",41,53,8,9,16,2,9,9,295,29,4,35,"92, Ethanol",14.7
"14806",11,"5","5781","2098","463",41,53,8,9,16,2,9,9,295,29,4,35,"92, Ethanol",14.7
"14807",11,"5","5781","2290","463",41,53,8,9,16,2,9,9,295,31,4,35,"92, Ethanol",15.7
"14808",11,"5","5781","2290","463",41,53,8,9,16,2,9,9,295,31,4,35,"92, Ethanol",15.7
"14809",11,"5","6264","2375","463",41,53,8,9,16,2,9,9,295,31,4,35,"92, Ethanol",15.7
"14810",11,"5","5535","2290","463",41,53,8,9,16,2,9,9,295,31,4,35,"92, Ethanol",14.7
"14811",11,"5","6264","2220","463",41,53,8,9,16,2,9,9,295,29,4,35,"92, Ethanol",14.7
"14812",11,"5","5535","2159","463",41,53,8,9,16,2,9,9,295,29,4,35,"92, Ethanol",14.7
"14813",11,"5","5781","2098","463",41,53,8,9,20,2,9,9,295,29,4,35,"92",13.8
"14814",11,"5","5781","2098","463",41,53,8,9,20,2,9,9,295,29,4,35,"92",13.8
"14815",11,"5","5781","2290","463",41,53,8,9,20,2,9,9,295,31,4,35,"92",14.7
"14816",11,"5","5781","2290","463",41,53,8,9,20,2,9,9,295,31,4,35,"92",14.7
"14817",11,"5","6264","2375","463",41,53,8,9,20,2,9,9,295,31,4,35,"92",14.7
"14818",11,"5","5535","2290","463",41,53,8,9,20,2,9,9,295,31,4,35,"92",14.7
"14819",11,"5","6264","2220","463",41,53,8,9,20,2,9,9,295,29,4,35,"92",13.8
"14820",11,"5","5535","2159","463",41,53,8,9,20,2,9,9,295,29,4,35,"92",13.8
"15164",11,"2","5154","1910","353",41,53,6,9,16,2,9,9,195,29,4,35,"92",13
"15165",11,"2","5154","1910","352",41,53,6,9,16,2,9,9,200,29,4,35,"92",14.7
"15166",11,"2","5154","1910","353",41,53,6,9,16,2,9,9,195,29,4,35,"92",13
"15167",11,"2","5154","1910","352",41,53,6,9,16,2,9,9,200,29,4,35,"92",14.7
"15168",11,"2","5154","2045","353",41,53,6,9,16,2,9,9,195,31,4,35,"92",13
"15169",11,"2","5154","2045","352",41,53,6,9,16,2,9,9,200,31,4,35,"92",13
"15170",11,"2","5154","2045","353",41,53,6,9,16,2,9,9,195,31,4,35,"92",13
"15171",11,"2","5154","2045","352",41,53,6,9,16,2,9,9,200,31,4,35,"92",13
"15172",11,"2","5634","2102","353",41,53,6,9,16,2,9,9,195,31,4,35,"92",13
"15173",11,"2","5636","2102","352",41,53,6,9,16,2,9,9,200,31,4,35,"92",16.8
"15174",11,"2","5636","1972","353",41,53,6,9,16,2,9,9,195,29,4,35,"92",13
"15175",11,"2","5654","1972","352",41,53,6,9,16,2,9,9,200,29,4,35,"92",14.7
"15176",11,"2","5154","1910","353",41,53,6,9,16,2,9,9,195,29,5,36,"92",11.8
"15177",11,"2","5154","1910","352",41,53,6,9,16,2,9,9,200,29,5,36,"92",14.7
"15178",11,"2","5154","1910","353",41,53,6,9,16,2,9,9,195,29,5,36,"92",11.8
"15179",11,"2","5154","1910","352",41,53,6,9,16,2,9,9,200,29,5,36,"92",11.8
"15180",11,"2","5154","2045","353",41,53,6,9,16,2,9,9,195,31,5,36,"92",14.7
"15181",11,"2","5154","2045","352",41,53,6,9,16,2,9,9,200,31,5,36,"92",14.7
"15182",11,"2","5154","2045","353",41,53,6,9,16,2,9,9,195,31,5,36,"92",14.7
"15183",11,"2","5154","2045","352",41,53,6,9,16,2,9,9,200,31,5,36,"92",14.7
"15184",11,"2","5634","2102","353",41,53,6,9,16,2,9,9,195,31,5,36,"92",14.7
"15185",11,"2","5636","2102","352",41,53,6,9,16,2,9,9,200,31,5,36,"92",14.7
"15186",11,"2","5636","1972","353",41,53,6,9,16,2,9,9,195,29,5,36,"92",11.76
"15187",11,"2","5654","1972","352",41,53,6,9,16,2,9,9,200,29,5,36,"92",14.7
"15188",11,"2","5154","1910","386",41,53,8,9,16,2,9,9,270,29,4,35,"92",15.7
"15189",11,"2","5154","1910","386",41,53,8,9,16,2,9,9,275,29,4,35,"92",15.7
"15190",11,"2","5154","1910","398",41,53,8,9,16,2,9,9,285,29,4,35,"92",13
"15191",11,"2","5154","1910","386",41,53,8,9,16,2,9,9,270,29,4,35,"92",15.7
"15192",11,"2","5154","1910","386",41,53,8,9,16,2,9,9,275,29,4,35,"92",15.7
"15193",11,"2","5154","1910","398",41,53,8,9,16,2,9,9,285,29,4,35,"92",13
"15194",11,"2","5154","2045","386",41,53,8,9,16,2,9,9,270,31,4,35,"92",16.8
"15195",11,"2","5154","2045","386",41,53,8,9,16,2,9,9,275,31,4,35,"92",16.8
"15196",11,"2","5154","2045","398",41,53,8,9,16,2,9,9,285,31,4,35,"92",14.7
"15197",11,"2","5154","2045","386",41,53,8,9,16,2,9,9,270,31,4,35,"92",16.8
"15198",11,"2","5154","2045","386",41,53,8,9,16,2,9,9,275,31,4,35,"92",16.8
"15199",11,"2","5154","2045","398",41,53,8,9,16,2,9,9,285,31,4,35,"92",14.7
"15200",11,"2","5636","2102","386",41,53,8,9,16,2,9,9,270,31,4,35,"92",16.8
"15201",11,"2","5636","2102","386",41,53,8,9,16,2,9,9,275,31,4,35,"92",16.8
"15202",11,"2","5636","2102","398",41,53,8,9,16,2,9,9,285,31,4,35,"92",14.7
"15203",11,"2","5654","1972","386",41,53,8,9,16,2,9,9,270,29,4,35,"92",15.7
"15204",11,"2","5654","1972","386",41,53,8,9,16,2,9,9,275,29,4,35,"92",15.7
"15205",11,"2","5654","1972","398",41,53,8,9,16,2,9,9,285,29,4,35,"92",13
"15206",11,"2","5154","1910","386",41,53,8,9,16,2,9,9,270,29,5,36,"92",14.7
"15207",11,"2","5154","1910","386",41,53,8,9,16,2,9,9,275,29,5,36,"92",14.7
"15208",11,"2","5154","1910","398",41,53,8,9,16,2,9,9,285,29,5,36,"92",13
"15209",11,"2","5154","1910","386",41,53,8,9,16,2,9,9,270,29,5,36,"92",14.7
"15210",11,"2","5154","1910","386",41,53,8,9,16,2,9,9,275,29,5,36,"92",14.7
"15211",11,"2","5154","1910","398",41,53,8,9,16,2,9,9,285,29,5,36,"92",13
"15212",11,"2","5154","2045","386",41,53,8,9,16,2,9,9,270,31,5,36,"92",16.8
"15213",11,"2","5154","2045","386",41,53,8,9,16,2,9,9,275,31,5,36,"92",13.84
"15214",11,"2","5154","2045","398",41,53,8,9,16,2,9,9,285,31,5,36,"92",13.84
"15215",11,"2","5154","2045","386",41,53,8,9,16,2,9,9,270,31,5,36,"92",16.8
"15216",11,"2","5154","2045","386",41,53,8,9,16,2,9,9,275,31,5,36,"92",13.84
"15217",11,"2","5154","2045","398",41,53,8,9,16,2,9,9,285,31,5,36,"92",13.84
"15218",11,"2","5636","2102","386",41,53,8,9,16,2,9,9,270,31,5,36,"92",16.8
"15219",11,"2","5636","2102","386",41,53,8,9,16,2,9,9,275,31,5,36,"92",13.84
"15220",11,"2","5636","2102","398",41,53,8,9,16,2,9,9,285,31,5,36,"92",13.84
"15221",11,"2","5654","1972","386",41,53,8,9,16,2,9,9,270,29,5,36,"92",14.7
"15222",11,"2","5654","1972","386",41,53,8,9,16,2,9,9,275,29,5,36,"92",14.7
"15223",11,"2","5654","1972","398",41,53,8,9,16,2,9,9,285,29,5,36,"92",13
"15224",11,"2","5154","1910","441",41,53,8,9,16,2,9,9,285,29,4,35,"92",15.7
"15225",11,"2","5154","1910","463",41,53,8,9,16,2,9,9,295,29,4,35,"92",14.7
"15226",11,"2","5154","1910","441",41,53,8,9,16,2,9,9,285,29,4,35,"92",15.7
"15227",11,"2","5154","1910","463",41,53,8,9,16,2,9,9,295,29,4,35,"92",14.7
"15228",11,"2","5154","2045","441",41,53,8,9,16,2,9,9,285,31,4,35,"92",16.8
"15229",11,"2","5154","2045","463",41,53,8,9,16,2,9,9,295,31,4,35,"92",15.7
"15230",11,"2","5154","2045","441",41,53,8,9,16,2,9,9,285,31,4,35,"92",16.8
"15231",11,"2","5154","2045","463",41,53,8,9,16,2,9,9,295,31,4,35,"92",15.7
"15232",11,"2","5636","2102","441",41,53,8,9,16,2,9,9,285,31,4,35,"92",16.8
"15233",11,"2","5636","2102","463",41,53,8,9,16,2,9,9,295,31,4,35,"92",15.7
"15234",11,"2","5636","1972","441",41,53,8,9,16,2,9,9,285,29,4,35,"92",15.7
"15235",11,"2","5636","1972","463",41,53,8,9,16,2,9,9,295,29,4,35,"92",14.7
"15236",11,"2","5154","1910","463",41,53,8,9,16,2,9,9,295,29,4,35,"92, Ethanol",14.7
"15237",11,"2","5154","1910","463",41,53,8,9,16,2,9,9,295,29,4,35,"92, Ethanol",14.7
"15238",11,"2","5154","2045","463",41,53,8,9,16,2,9,9,295,31,4,35,"92, Ethanol",15.7
"15239",11,"2","5154","2045","463",41,53,8,9,16,2,9,9,295,31,4,35,"92, Ethanol",15.7
"15240",11,"2","5636","2102","463",41,53,8,9,16,2,9,9,295,31,4,35,"92, Ethanol",15.7
"15241",11,"2","5636","1972","463",41,53,8,9,16,2,9,9,295,29,4,35,"92, Ethanol",14.7
"15242",11,"2","5154","1910","463",41,53,8,9,20,2,9,9,295,29,4,35,"92",13
"15243",11,"2","5154","1910","463",41,53,8,9,20,2,9,9,295,29,4,35,"92",13
"15244",11,"2","5154","2045","463",41,53,8,9,20,2,9,9,295,31,4,35,"92",14.7
"15245",11,"2","5154","2045","463",41,53,8,9,20,2,9,9,295,31,4,35,"92",14.7
"15246",11,"2","5636","2102","463",41,53,8,9,20,2,9,9,295,31,4,35,"92",14.7
"15247",11,"2","5636","1972","463",41,53,8,9,20,2,9,9,295,29,4,35,"92",13
"15445",11,"5","5535","2290","508",41,53,8,9,16,2,9,9,345,32,4,35,"95",17.6
"15450",6,"5","4039","Other","200",41,54,4,9,16,4,167,9,138,30,6,35,"95",7.6
"15451",6,"5","4039","Other","200",41,54,4,9,16,4,167,9,138,30,6,36,"95",7.1
"15452",6,"5","4039","1220","168",41,54,4,9,16,2,9,9,138,30,6,35,"95",8.4
"15453",6,"5","4039","1220","168",41,54,4,9,16,2,9,9,138,30,5,36,"95",7.8
"15454",6,"5","4039","1675","210",45,54,4,9,17,2,167,9,95,30,6,36,"diesel",4.6
"15455",6,"5","4039","1566","130",41,54,4,9,16,2,9,9,100,30,5,36,"95",5.8
"15456",6,"5","4039","Other","200",41,54,4,9,16,4,167,9,138,30,6,36,"95",7.1
"15457",6,"5","4039","1592","155",41,54,4,9,16,2,9,9,115,30,5,36,"95",6.5
"15458",4,"5","4397","Other","200",41,54,4,9,16,4,167,9,138,30,6,35,"95",7.6
"15459",4,"5","4397","Other","200",41,54,4,9,16,4,167,9,138,30,6,36,"95",7.1
"15460",4,"5","4397","Other","168",41,54,4,9,16,2,9,9,138,30,6,35,"95",8.4
"15461",4,"5","4039","1237","168",41,54,4,9,16,2,9,9,138,30,5,36,"95",7.8
"15462",4,"5","4399","1573","130",41,54,4,9,16,2,9,9,100,30,5,36,"95",5.7
"15463",4,"5","4399","1619","155",41,54,4,9,16,2,9,9,115,30,6,35,"95",6.7
"15464",4,"5","4399","1598","155",41,54,4,9,16,2,9,9,115,30,5,36,"95",6.4
"15474",6,"5","3495","770","69",42,54,3,9,16,2,9,9,51,30,5,36,"92",6.8
"15475",6,"5","3495","770","87",42,54,4,9,16,2,9,9,64,30,5,36,"92",6.3
"15476",6,"5","3495","850","72",41,54,3,9,16,2,9,9,52,30,4,35,"92",5.7
"15477",6,"5","3495","850","72",41,54,3,9,16,2,9,9,52,30,5,36,"92",5.2
"15478",6,"5","3495","870","91",41,54,4,9,16,2,9,9,66,30,5,36,"92",6.6
"15479",6,"5","3595","948","93",41,54,4,9,16,2,9,9,68,30,4,35,"95",6.3
"15480",6,"5","3595","939","93",41,54,4,9,16,2,9,9,68,30,5,36,"95",5.5
"15481",6,"5","3595","950","112",41,54,4,9,16,2,9,9,84,30,4,35,"95",6.2
"15482",6,"5","3640","939","108",41,54,4,9,16,2,9,9,81,30,5,36,"95",5.4
"15483",6,"5","3595","932","112",41,54,4,9,16,2,9,9,84,30,5,36,"95",5.4
"15484",10,"5","4360","1255","168",41,54,4,9,20,2,9,9,108,30,6,35,"Ethanol",12.5
"15485",10,"5","4360","1202","168",41,54,4,9,20,2,9,9,108,30,5,36,"Gasoline, Ethanol",11.6
"15489",11,"2","4862","2159","449",41,53,8,9,16,2,9,9,300,29,4,35,"Gasoline",13.9
"15490",11,"2","4862","2159","549",41,53,8,9,16,2,9,9,390,29,4,35,"Gasoline",14.5
"15491",11,"2","4862","2159","549",41,53,8,9,16,2,9,9,390,29,6,36,"Gasoline",14.7
"15774",5,"9","5588","2100","420",48,53,8,9,16,2,9,9,200,29,4,35,"Gasoline",16.8
"15775",5,"9","5560","2100","407",48,53,8,9,16,2,9,9,210,29,4,35,"Gasoline",16.8
"15776",5,"9","5588","Other","447",41,53,8,9,16,2,9,9,255,29,4,35,"Gasoline",15.7
"15780",5,"9","5588","2300","420",48,53,8,9,16,2,9,9,200,31,4,35,"Gasoline",16.8
"15781",5,"9","5560","2300","407",48,53,8,9,16,2,9,9,210,31,4,35,"Gasoline",18.1
"15782",5,"9","5575","Other","447",41,53,8,9,16,2,9,9,255,31,4,35,"Gasoline",14
"15799",5,"6","5570","2367","447",41,53,8,9,16,2,9,9,295,32,4,35,"92, Ethanol",15.7
"15801",5,"6","5570","2323","440",41,53,8,9,16,2,9,9,285,32,4,35,"Gasoline",15.7
"15812",5,"9","5648","2551","461",41,53,8,9,16,2,9,9,320,29,4,35,"92, Ethanol",13.8
"15813",5,"9","5648","2611","454",41,53,8,9,16,2,9,9,310,32,4,35,"92, Ethanol",13.8
"15814",5,"9","5648","2551","454",41,53,8,9,16,2,9,9,320,29,6,35,"92, Ethanol",13.8
"15815",5,"9","5648","2611","454",41,53,8,9,16,2,9,9,320,32,6,35,"92, Ethanol",13.8
"15816",5,"9","5648","2551","515",41,53,8,9,16,2,9,9,366,29,4,35,"95",14.7
"15817",5,"9","5648","2611","515",41,53,8,9,16,2,9,9,366,32,4,35,"95",14.7
"15820",5,"9","5648","2739","519",41,53,8,9,16,2,9,9,352,29,4,35,"95",19.6
"15821",5,"9","5648","2870","519",41,53,8,9,16,2,9,9,352,32,6,35,"95",19.6
"15822",10,"5","4350","1347","142",42,54,4,9,16,4,9,9,104,30,5,36,"92",8.3
"15823",10,"5","4350","1347","145",42,54,4,9,16,4,9,9,107,30,5,36,"92",8
"15824",10,"5","4350","1396","176",42,54,4,9,16,4,9,9,121,30,4,35,"95, 92",10.8
"15825",10,"5","4350","1396","178",42,54,4,9,16,4,9,9,122,30,4,35,"95, 92",9.3
"15826",10,"5","4350","1381","176",42,54,4,9,16,4,9,9,121,30,5,36,"95, 92",9
"15827",10,"5","4350","1381","178",41,54,4,9,16,4,9,9,122,30,5,36,"92",8.6
"15846",5,"7","5181","2533","519",44,53,8,9,16,2,9,9,355,31,6,35,"95",13
"15847",5,"7, 8","5181","2788","610",44,53,8,9,16,2,9,9,409,31,6,35,"95",13.4
"15848",5,"7, 8","5184","2788","621",44,53,8,9,16,2,9,9,426,31,6,35,"95",12.6
"15851",5,"5","4787","2230","447",41,53,8,9,16,2,9,9,255,30,4,35,"92",18.1
"15852",5,"5","4787","2220","441",41,53,8,9,16,2,9,9,258,29,4,35,"92",17.4
"15853",5,"5","4787","2240","447",41,53,8,9,16,2,9,9,255,31,4,35,"92",19.6
"15855",5,"5","4787","2096","488",44,53,8,9,17,2,167,9,182,31,4,35,"diesel",18
"15856",5,"5","4788","2092","488",44,53,8,9,17,2,167,9,182,31,5,36,"diesel",17.4
"15857",5,"6","5057","2340","441",41,53,8,9,16,2,9,9,255,29,4,35,"92",17.5
"15858",5,"6","5057","2330","441",41,53,8,9,16,2,9,9,258,29,4,35,"92",17.5
"15859",5,"6","5057","2340","447",41,53,8,9,16,2,9,9,255,31,4,35,"92",20.6
"15860",5,"6","5057","2445","441",41,53,8,9,16,2,9,9,258,31,4,35,"92",15.1
"15861",5,"6","5057","2926","488",44,53,8,9,17,2,167,9,182,31,4,35,"diesel",18.5
"15862",5,"6","5057","2920","488",44,53,8,9,17,2,167,9,182,31,5,36,"diesel",16.3
"15863",5,"5","5052","2262","393",41,53,8,9,16,2,9,9,275,29,4,35,"92",18.4
"15864",5,"5","5052","2250","400",41,53,8,9,16,2,9,9,285,29,4,35,"92",18.8
"15865",5,"5","5052","2362","393",41,53,8,9,16,2,9,9,275,31,4,35,"92",19.4
"15866",5,"5","5052","2350","400",41,53,8,9,16,2,9,9,285,31,4,35,"92",19.4
"15867",5,"5","5052","2270","440",41,53,8,9,16,2,9,9,285,29,4,35,"92",19.5
"15868",5,"5","5052","2250","449",41,53,8,9,16,2,9,9,295,29,4,35,"92",19.6
"15869",5,"5","5052","2270","440",41,53,8,9,16,2,9,9,285,31,4,35,"92",20.4
"15870",5,"5","5052","2350","449",41,53,8,9,16,2,9,9,295,31,4,35,"92",20.5
"15871",5,"7","5131","Other","414",41,53,8,9,16,2,9,9,295,29,4,35,"92",19.8
"15872",5,"7","5131","Other","414",41,53,8,9,16,2,9,9,295,31,4,35,"92",20.5
"15873",5,"7","5131","Other","461",41,53,8,9,16,2,9,9,320,29,4,35,"92",19.1
"15874",5,"7","5131","Other","470",41,53,8,9,16,4,9,9,325,31,6,35,"92",12.2
"15875",5,"7","5131","Other","461",41,53,8,9,16,2,9,9,320,31,4,35,"92",20.7
"15876",5,"7","5131","Other","461",41,53,8,9,16,2,9,9,320,29,4,35,"92, Ethanol",18.9
