"","Body_type","number_of_seats","length_mm","curb_weight_kg","maximum_torque_n_m","injection_type","cylinder_layout","number_of_cylinders","compression_ratio","engine_type","valves_per_cylinder","boost_type","engine_placement","engine_hp","drive_wheels","number_of_gears","transmission","fuel_grade","Fuel_Economy"
"30292",6,"5","4260","1188","137",41,54,4,9,16,4,9,9,109,30,5,36,"95",5.8
"30293",6,"5","4260","1188","137",41,54,4,9,16,4,9,9,90,30,5,36,"95",5.8
"30294",6,"5","4260","1305","154",41,54,4,9,16,4,9,9,122,30,4,35,"95",6.6
"30295",6,"5","4260","1298","154",41,54,4,9,16,4,9,9,126,30,4,35,"95",6.8
"30296",6,"5","4260","1299","260",45,54,4,9,17,4,167,9,116,30,4,35,"diesel",5.7
"30297",6,"5","4260","1299","260",45,54,4,9,17,4,167,9,128,30,4,35,"diesel",5.7
"30298",6,"5","4260","1292","260",45,54,4,9,17,4,167,9,116,30,6,36,"diesel",4.5
"30299",6,"5","4260","1292","260",45,54,4,9,17,4,167,9,128,30,6,36,"diesel",4.5
"30300",6,"5","4260","1292","235",45,54,4,9,17,4,167,9,90,30,6,36,"diesel",4.5
"30301",6,"5","4260","1292","260",45,54,4,9,17,4,167,9,116,30,6,36,"diesel",4.5
"30302",6,"5","4260","1292","260",45,54,4,9,17,4,167,9,128,30,6,36,"diesel",4.5
"30303",6,"5","4260","1292","235",45,54,4,9,17,4,167,9,90,30,6,36,"diesel",4.5
"30304",6,"5","4260","1280","154",41,54,4,9,16,4,9,9,126,30,6,36,"95",6
"30305",6,"5","4260","1298","154",41,54,4,9,16,4,9,9,122,30,5,36,"95",6.1
"30306",6,"5","4260","1280","154",41,54,4,9,16,4,9,9,126,30,6,36,"95",6.3
"30307",6,"5","4260","1363","186",41,54,4,9,16,4,9,9,143,30,4,35,"95",7.5
"30308",6,"5","4260","1355","186",41,54,4,9,16,4,9,9,143,30,5,36,"95",7
"30309",6,"5","4250","1210","154",41,54,4,9,16,4,9,9,122,30,4,35,"95",6.6
"30310",6,"5","4250","1210","154",41,54,4,9,16,4,9,9,126,30,4,35,"95",6.8
"30311",6,"5","4250","1290","260",45,54,4,9,17,4,167,9,116,30,4,35,"diesel",5.7
"30312",6,"5","4250","1290","260",45,54,4,9,17,4,167,9,128,30,4,35,"diesel",5.7
"30313",6,"5","4250","1283","260",45,54,4,9,17,4,167,9,116,30,6,36,"diesel",4.5
"30314",6,"5","4250","1283","260",45,54,4,9,17,4,167,9,128,30,6,36,"diesel",4.5
"30315",6,"5","4250","1283","260",45,54,4,9,17,4,167,9,116,30,6,36,"diesel",4.5
"30316",6,"5","4250","1283","260",45,54,4,9,17,4,167,9,128,30,6,36,"diesel",4.5
"30317",6,"5","4250","1182","154",41,54,4,9,16,4,9,9,126,30,6,36,"95",6
"30318",6,"5","4250","1182","154",41,54,4,9,16,4,9,9,122,30,5,36,"95",6.1
"30319",6,"5","4250","1182","154",41,54,4,9,16,4,9,9,126,30,6,36,"95",6.1
"30320",8,"5","4490","1242","137",41,54,4,9,16,4,9,9,90,30,5,36,"95",5.8
"30321",8,"5","4490","1242","137",41,54,4,9,16,4,9,9,90,30,5,36,"95",6
"30322",8,"5","4490","1334","154",41,54,4,9,16,4,9,9,122,30,4,35,"95",6.6
"30323",8,"5","4490","1342","154",41,54,4,9,16,4,9,9,126,30,4,35,"95",6.8
"30324",8,"5","4490","1351","260",45,54,4,9,17,4,167,9,116,30,4,35,"diesel",5.8
"30325",8,"5","4490","1351","260",45,54,4,9,17,4,167,9,128,30,4,35,"diesel",5.8
"30326",8,"5","4490","1344","260",45,54,4,9,17,4,167,9,116,30,6,36,"diesel",4.6
"30327",8,"5","4490","1344","260",45,54,4,9,17,4,167,9,128,30,6,36,"diesel",4.6
"30328",8,"5","4490","1344","235",45,54,4,9,17,4,167,9,90,30,6,36,"diesel",4.6
"30329",8,"5","4490","1344","260",45,54,4,9,17,4,167,9,116,30,6,36,"diesel",4.7
"30330",8,"5","4490","1344","260",45,54,4,9,17,4,167,9,128,30,6,36,"diesel",4.7
"30331",8,"5","4490","1344","235",45,54,4,9,17,4,167,9,90,30,6,36,"diesel",4.7
"30332",8,"5","4490","1324","154",41,54,4,9,16,4,9,9,126,30,6,36,"95",6.2
"30333",8,"5","4490","1317","154",41,54,4,9,16,4,9,9,122,30,5,36,"95",6.2
"30334",8,"5","4490","1324","154",41,54,4,9,16,4,9,9,126,30,6,36,"95",6.3
"30335",8,"5","4490","1409","186",41,54,4,9,16,4,9,9,143,30,4,35,"95",7.6
"30336",8,"5","4490","1397","186",41,54,4,9,16,4,9,9,143,30,5,36,"95",7.2
"30337",6,"5","4310","1382","265",44,54,4,9,16,4,169,9,204,30,6,36,"95",7.6
"30338",6,"5","4310","1365","220",45,54,4,9,17,4,9,9,90,30,5,36,"diesel",4.1
"30339",6,"5","4310","1258","137",41,54,4,9,16,4,9,9,100,30,6,36,"95",6.1
"30340",6,"5","4310","1296","157",41,54,4,9,16,4,9,9,129,30,6,35,"95",6.8
"30342",6,"5","4310","1385","260",45,54,4,9,17,4,167,9,128,30,6,35,"diesel",5.5
"30343",6,"5","4310","1375","260",45,54,4,9,17,4,167,9,128,30,6,36,"diesel",4.1
"30344",6,"5","4310","1263","157",41,54,4,9,16,4,9,9,129,30,6,36,"95",6.4
"30345",6,"5","4505","1359","265",44,54,4,9,16,4,169,9,204,30,6,36,"95",7.6
"30346",6,"5","4310","1295","157",41,54,4,9,16,4,9,9,129,30,6,35,"95",6.8
"30347",6,"5","4310","1285","260",45,54,4,9,17,4,167,9,128,30,6,35,"diesel",5.5
"30348",6,"5","4310","1275","260",45,54,4,9,17,4,167,9,128,30,6,36,"diesel",5.5
"30349",6,"5","4310","1261","157",41,54,4,9,16,4,9,9,129,30,6,36,"95",6.4
"30350",8,"5","4505","1258","137",41,54,4,9,16,4,9,9,100,30,6,36,"95",6.5
"30351",8,"5","4505","1343","157",41,54,4,9,16,4,9,9,129,30,6,35,"95",6.9
"30352",8,"5","4505","1441","260",45,54,4,9,17,4,167,9,128,30,6,35,"diesel",5.6
"30353",8,"5","4505","1420","260",45,54,4,9,17,4,167,9,128,30,6,36,"diesel",4.3
"30354",8,"5","4505","1310","157",41,54,4,9,16,4,9,9,129,30,6,36,"95",6.7
"30355",6,"5","4310","1284","265",41,54,4,9,16,4,167,9,204,30,6,36,"95",7.4
"30356",6,"5","4310","1179","134,4",41,54,4,9,16,4,9,9,100,30,6,36,"95",6.2
"30357",6,"5","4310","1223","157",41,54,4,9,16,4,9,9,130,30,6,35,"95",6.8
"30358",6,"5","4310","1227","164,3",41,54,4,9,16,4,9,9,135,30,6,37,"95",6.4
"30359",6,"5","4310","1189","157",41,54,4,9,16,4,9,9,130,30,6,36,"95",6.4
"30360",6,"5","4310","1284","265",41,54,4,9,16,4,167,9,204,30,6,36,"95",7.4
"30361",6,"5","4310","1170","134,4",41,54,4,9,16,4,9,9,100,30,6,36,"95",6.2
"30362",6,"5","4310","1215","157",41,54,4,9,16,4,9,9,130,30,6,35,"95",6.8
"30363",6,"5","4310","1220","164,3",41,54,4,9,16,4,9,9,135,30,6,37,"95",6.4
"30364",6,"5","4310","1181","157",41,54,4,9,16,4,9,9,130,30,6,36,"95",6.4
"30365",8,"5","4505","1204","134,4",41,54,4,9,16,4,9,9,100,30,6,36,"95",6.2
"30366",8,"5","4505","1248","157",41,54,4,9,16,4,9,9,130,30,6,35,"95",6.8
"30367",8,"5","4505","1255","164,3",41,54,4,9,16,4,9,9,135,30,6,37,"95",6.4
"30368",8,"5","4505","1214","157",41,54,4,9,16,4,9,9,130,30,6,36,"95",6.7
"30369",6,"5","4325","1413","265",44,54,4,9,16,4,168,9,204,30,7,37,"95",6.2
"30370",6,"5","4325","1386","265",44,54,4,9,16,4,168,9,204,30,6,36,"95",6.8
"30371",6,"5","4310","1297","171",44,54,3,9,16,4,167,9,120,30,6,36,"95",5.6
"30372",6,"5","4310","1185","134",41,54,4,9,16,4,9,9,100,30,6,36,"95",6.5
"30373",6,"5","4310","1260","242",44,54,4,9,16,4,167,9,140,30,7,37,"95",6.1
"30374",6,"5","4310","1260","242",44,54,4,9,16,4,167,9,140,30,6,36,"95",6.4
"30375",6,"5","4310","1415","280",45,54,4,9,17,4,167,9,136,30,7,37,"diesel",4.3
"30376",6,"5","4310","1388","280",45,54,4,9,17,4,167,9,115,30,6,36,"diesel",4
"30377",6,"5","4310","1388","280",45,54,4,9,17,4,167,9,136,30,6,36,"diesel",4.3
"30378",6,"5","4310","1232","155",41,54,4,9,16,4,9,9,128,30,6,35,"95",7.3
"30379",6,"5","4310","1204","155",41,54,4,9,16,4,9,9,128,30,6,36,"95",6.8
"30387",8,"5","4600","1222","134",41,54,4,9,16,4,9,9,100,30,6,36,"95",6.5
"30388",8,"5","4600","1297","242",44,54,4,9,16,4,167,9,140,30,7,37,"95",6.1
"30392",8,"5","4600","1269","157",41,54,4,9,16,4,9,9,128,30,6,35,"95",7.3
"30393",8,"5","4600","1241","157",41,54,4,9,16,4,9,9,128,30,6,36,"95",6.8
"30394",9,"5","4250","1257","137",46,56,4,65,18,4,171,175,109,30,5,36,"95",6.1
"30395",9,"5","4250","1365","255",9,56,4,128,19,4,170,175,115,30,4,35,"diesel",5.9
"30396",9,"5","4250","1373","154",46,56,4,65,18,4,171,175,122,30,4,35,"95",6.6
"30397",9,"5","4250","1358","255",9,56,4,128,19,4,170,175,115,30,5,36,"diesel",4.7
"30398",9,"5","4250","1257","154",46,56,4,65,18,4,171,175,122,30,5,36,"95",6.1
"30399",9,"5","4250","1337","186",46,56,4,95,18,4,171,175,143,30,4,35,"95",7.6
"30400",9,"5","4250","1440","305",9,56,4,128,19,2,170,176,140,30,6,36,"diesel",5.5
"30401",9,"5","4250","1337","186",46,56,4,95,18,4,171,175,143,30,5,36,"95",7.1
"30402",9,"5","4235","1195","137",46,56,4,65,18,4,171,175,109,30,5,36,"95",6.1
"30403",9,"5","4235","1220","154",46,56,4,65,18,4,171,175,115,30,4,35,"95",6.9
"30404",9,"5","4235","1220","154",46,56,4,65,18,4,171,175,122,30,4,35,"95",6.9
"30405",9,"5","4235","1220","154",46,56,4,65,18,4,171,175,115,30,5,36,"95",6.4
"30406",9,"5","4235","1195","154",46,56,4,65,18,4,171,175,122,30,5,36,"95",6.4
"30407",9,"5","4235","1367","130",9,56,4,9,19,4,170,175,90,30,5,36,"diesel",4.7
"30408",9,"5","4235","1280","186",46,56,4,95,18,4,171,175,143,30,4,35,"95",7.6
"30409",9,"5","4235","1385","304",9,56,4,128,19,4,170,175,140,30,6,36,"diesel",5.5
"30410",9,"5","4235","1270","186",46,56,4,95,18,4,171,175,143,30,5,36,"95",7.1
"30411",9,"5","4470","1317","137",46,56,4,65,18,4,171,175,109,30,5,36,"95",6.3
"30412",9,"5","4470","1317","154",46,56,4,65,18,4,171,175,115,30,4,35,"95",6.9
"30413",9,"5","4470","1317","154",46,56,4,65,18,4,171,175,122,30,4,35,"95",6.6
"30414",9,"5","4470","1317","154",46,56,4,65,18,4,171,175,115,30,5,36,"95",6.5
"30415",9,"5","4470","1317","154",46,56,4,65,18,4,171,175,122,30,5,36,"95",6.5
"30416",9,"5","4470","1419","130",9,56,4,9,19,4,170,175,90,30,5,36,"diesel",4.9
"30417",9,"5","4470","1397","186",46,56,4,95,18,4,171,176,143,30,4,35,"95",7.6
"30418",9,"5","4470","1509","304",9,56,4,128,19,4,170,175,140,30,6,36,"diesel",5.6
"30419",9,"5","4470","1397","186",46,56,4,95,18,4,171,175,143,30,5,36,"95",7.2
"30420",9,"5","4250","1257","137",46,56,4,9,18,4,171,175,109,30,5,36,"95",6.1
"30421",9,"5","4250","1345","154",46,56,4,90,18,4,171,175,122,30,4,35,"95",6.6
"30422",9,"5","4250","1275","154",46,56,4,9,18,4,171,175,122,30,5,36,"95",6.4
"30423",9,"5","4250","1345","154",46,56,4,90,18,4,171,175,126,30,6,36,"95",6.1
"30424",9,"5","4260","1236","137",46,56,4,65,18,4,171,175,109,30,5,36,"95",5.8
"30425",9,"5","4260","1345","154",46,56,4,65,18,4,171,175,122,30,4,35,"95",6.6
"30426",9,"5","4260","1298","154",46,56,4,65,18,4,171,175,125,30,4,35,"95",6.8
"30428",9,"5","4260","1305","154",46,56,4,65,18,4,171,175,122,30,6,36,"95",6.1
"30429",9,"5","4260","1188","154",46,56,4,65,18,4,171,175,125,30,6,36,"95",6.1
"30431",9,"5","4260","1349","186",46,56,4,95,18,4,171,175,143,30,4,35,"95",7.5
"30432",9,"5","4260","1341","186",46,56,4,95,18,4,171,175,143,30,5,36,"95",7
"30433",9,"5","4470","1324","137",46,56,4,65,18,4,171,175,90,30,5,36,"95",5.8
"30434",9,"5","4470","1434","260",9,56,4,128,19,4,170,175,116,30,4,35,"diesel",5.8
"30435",9,"5","4470","1334","154",46,56,4,65,18,4,171,175,122,30,4,35,"95",6.6
"30436",9,"5","4470","1259","154",46,56,4,65,18,4,171,175,125,30,4,35,"95",6.8
"30438",9,"5","4470","1472","260",9,56,4,128,19,4,170,175,116,30,6,36,"diesel",4.6
"30439",9,"5","4470","1317","154",46,56,4,65,18,4,171,175,122,30,6,36,"95",6.2
"30440",9,"5","4470","1242","154",46,56,4,65,18,4,171,175,125,30,6,36,"95",6.2
"30442",9,"5","4470","1427","235",9,56,4,128,19,4,170,175,90,30,6,36,"diesel",4.6
"30443",9,"5","4470","1409","186",46,56,4,95,18,4,171,175,143,30,4,35,"95",7.6
"30444",9,"5","4470","1409","186",46,56,4,95,18,4,171,175,143,30,5,36,"95",7.2
"30445",9,"5","4310","1310","260",9,56,4,128,19,4,170,175,128,30,6,35,"diesel",5.5
"30446",9,"5","4310","1295","157",46,56,4,90,18,4,171,175,129,30,6,35,"95",6.8
"30447",9,"5","4310","1261","157",46,56,4,90,18,4,171,175,129,30,6,36,"95",6.4
"30448",9,"5","4310","1258","137",46,56,4,65,18,4,171,175,100,30,6,36,"95",6.1
"30449",9,"5","4310","1365","220",9,56,4,80,19,4,170,175,90,30,5,36,"diesel",4.3
"30450",9,"5","4310","1301","165",47,56,4,90,18,4,171,175,135,30,6,37,"95",6.1
"30451",9,"5","4310","1385","260",9,56,4,128,19,4,170,175,128,30,6,35,"diesel",5.5
"30452",9,"5","4310","1296","157",46,56,4,65,18,4,171,175,129,30,6,35,"95",6.8
"30453",9,"5","4310","1375","260",9,56,4,128,19,4,170,175,128,30,6,36,"diesel",4.3
"30454",9,"5","4310","1263","157",46,56,4,65,18,4,171,175,129,30,6,36,"95",6.4
"30455",9,"5","4310","1268","165",47,56,4,90,18,4,171,175,135,30,6,36,"95",6.1
"30456",9,"5","4505","1305","137",46,56,4,65,18,4,171,175,100,30,6,36,"95",6.6
"30457",9,"5","4505","1441","260",9,56,4,9,19,4,170,175,128,30,6,35,"diesel",5.8
"30458",9,"5","4505","1343","157",46,56,4,90,18,4,171,175,129,30,6,35,"95",6.9
"30459",9,"5","4505","1420","260",9,56,4,9,19,4,170,175,128,30,6,36,"diesel",4.6
"30460",9,"5","4505","1310","157",46,56,4,90,18,4,171,175,129,30,6,36,"95",6.7
"30461",9,"5","4310","1196","171",47,56,3,62,18,4,170,175,120,30,6,36,"95",4.9
"30462",9,"5","4310","1172","134",46,56,4,9,18,4,171,175,100,30,6,36,"95",6
"30463",9,"5","4310","1220","164",46,56,4,90,18,4,171,175,135,30,6,37,"95",6.4
"30464",9,"5","4310","1215","157",47,56,4,9,18,4,171,175,130,30,6,35,"95",6.8
"30465",9,"5","4310","1181","157",47,56,4,9,18,4,171,175,130,30,6,36,"95",6.4
"30466",9,"5","4310","1188","164",46,56,4,90,18,4,171,175,135,30,6,36,"95",5.8
"30467",9,"5","4310","1281","280",9,56,4,76,19,4,170,175,136,30,6,36,"diesel",3.8
"30468",9,"5","4310","1204","171",47,56,3,62,18,4,170,175,100,30,6,36,"95",4.7
"30469",9,"5","4310","1204","171",47,56,3,62,18,4,170,175,120,30,6,36,"95",4.9
"30470",9,"5","4310","1179","134",46,56,4,9,18,4,171,175,100,30,6,36,"95",6
"30471",9,"5","4310","1282","240",9,56,4,9,19,4,170,175,90,30,6,36,"diesel",4.2
"30472",9,"5","4310","1227","164",46,56,4,9,18,4,171,175,135,30,6,37,"95",5.9
"30473",9,"5","4310","1316","280",9,56,4,76,19,4,170,175,136,30,7,37,"diesel",4.4
"30474",9,"5","4310","1223","157",47,56,4,9,18,4,171,175,130,30,6,35,"95",6.8
"30475",9,"5","4310","1289","280",9,56,4,9,19,4,170,175,110,30,6,36,"diesel",4
"30476",9,"5","4310","1189","157",46,56,4,9,18,4,171,175,130,30,6,36,"95",6.4
"30477",9,"5","4310","1196","164",47,56,4,9,18,4,171,175,135,30,6,36,"95",5.8
"30478",9,"5","4310","1289","280",9,56,4,76,19,4,170,175,136,30,6,36,"diesel",4
"30479",9,"5","4505","1230","171",47,56,3,62,18,4,170,175,100,30,6,36,"95",5
"30480",9,"5","4505","1230","171",47,56,3,62,18,4,170,175,120,30,6,36,"95",5.2
"30481",9,"5","4505","1221","134",46,56,4,9,18,4,171,175,100,30,6,36,"95",6
"30482",9,"5","4505","1307","240",9,56,4,9,19,4,170,175,90,30,6,36,"diesel",4.2
"30483",9,"5","4505","1255","164",46,56,4,9,18,4,171,175,135,30,6,37,"95",5.9
"30484",9,"5","4505","1341","280",9,56,4,76,19,4,170,175,136,30,7,37,"diesel",4.4
"30485",9,"5","4505","1248","157",47,56,4,9,18,4,171,175,130,30,6,35,"95",6.8
"30486",9,"5","4505","1314","280",9,56,4,9,19,4,170,175,110,30,6,36,"diesel",4
"30487",9,"5","4505","1214","157",47,56,4,9,18,4,171,175,130,30,6,36,"95",6.7
"30488",9,"5","4505","1221","164",46,56,4,9,18,4,171,175,135,30,6,36,"95",6.3
"30489",9,"5","4505","1314","280",9,56,4,76,19,4,170,175,136,30,6,36,"diesel",4
"30490",9,"5","4310","1297","172",47,56,3,62,18,4,170,175,120,30,6,36,"95",5.5
"30491",9,"5","4310","1260","242",47,56,4,62,18,4,170,175,140,30,7,37,"95",6.1
"30492",9,"5","4310","1185","134",46,56,4,65,18,4,171,175,100,30,6,36,"95",6.5
"30493",9,"5","4310","1315","242",47,56,4,62,18,4,170,175,140,30,6,36,"95",5.9
"30495",9,"5","4310","1415","320",9,56,4,132,19,4,170,175,136,30,7,37,"diesel",4.3
"30496",9,"5","4310","1232","155",46,56,4,65,18,4,171,175,128,30,6,35,"92",7.3
"30497",9,"5","4310","1388","280",9,56,4,132,19,4,170,175,115,30,6,36,"diesel",4
"30498",9,"5","4310","1204","155",46,56,4,65,18,4,171,175,128,30,6,36,"92",6.8
"30499",9,"5","4310","1388","280",9,56,4,132,19,4,170,175,136,30,6,36,"diesel",4.3
"30500",9,"5","4600","1334","172",47,56,3,62,18,4,170,175,120,30,6,36,"95",5.5
"30501",9,"5","4600","1297","242",47,56,4,62,18,4,170,175,140,30,7,37,"95",6.1
"30502",9,"5","4600","1222","134",46,56,4,9,18,4,171,175,100,30,6,36,"95",6.5
"30503",9,"5","4600","1352","242",47,56,4,62,18,4,170,175,140,30,6,36,"95",5.9
"30505",9,"5","4600","1452","320",9,56,4,132,19,4,170,175,136,30,7,37,"diesel",4.3
"30506",9,"5","4600","1533","265",47,56,4,133,23,4,170,175,141,30,6,37,"95",1.3
"30507",9,"5","4600","1269","155",46,56,4,65,18,4,171,175,128,30,6,35,"92",7.3
"30508",9,"5","4600","1425","280",9,56,4,132,19,4,170,175,115,30,6,36,"diesel",4
"30509",9,"5","4600","1241","155",46,56,4,65,18,4,171,175,128,30,6,36,"92",6.8
"30510",9,"5","4600","1425","280",9,56,4,132,19,4,170,175,136,30,6,36,"diesel",4.3
"30511",9,"5","4310","1359","265",47,56,4,77,18,4,170,175,204,30,6,36,"95",7.6
"30512",9,"5","4310","1382","265",47,56,4,77,18,4,170,175,204,30,6,36,"95",7.6
"30513",9,"5","4310","1284","270",47,56,4,77,18,4,170,175,204,30,6,36,"95",7.4
"30514",9,"5","4310","1284","270",47,56,4,77,18,4,170,175,204,30,6,36,"95",7.4
"30515",9,"5","4325","1413","265",47,56,4,77,18,4,170,175,204,30,7,37,"95",6.2
"30516",9,"5","4325","1386","265",47,56,4,77,18,4,170,175,204,30,6,36,"95",6.8
"30517",6,"5","4340","1290","235",45,54,4,9,17,4,167,9,102,30,5,36,"diesel",4.9
"30519",6,"5","4340","1220","143",41,54,4,9,16,4,9,9,105,30,4,35,"95",7.8
"30520",6,"5","4340","1185","145",41,54,4,9,16,4,9,9,110,30,4,35,"95",7.9
"30522",6,"5","4340","1200","143",41,54,4,9,16,4,9,9,105,30,5,36,"95",6.8
"30523",6,"5","4340","1165","145",41,54,4,9,16,4,9,9,110,30,5,36,"95",6.8
"30525",6,"5","4340","1276","186",41,54,4,9,16,4,9,9,143,30,4,35,"95",8.3
"30526",6,"5","4340","1324","245",45,54,4,9,17,4,167,9,112,30,5,36,"diesel",6
"30527",9,"5","4340","1300","245",9,56,4,127,19,4,170,175,112,30,5,36,"diesel",6
"30528",6,"5","4340","1250","186",41,54,4,9,16,4,9,9,143,30,5,36,"95",7.2
"30529",4,"5","4480","1245","235",45,54,4,9,17,4,167,9,102,30,5,36,"diesel",4.9
"30532",4,"5","4480","1185","145",41,54,4,9,16,4,9,9,110,30,4,35,"95",7.9
"30533",4,"5","4480","1178","143",41,54,4,9,16,4,9,9,105,30,5,36,"95",6.8
"30534",4,"5","4480","1165","145",41,54,4,9,16,4,9,9,110,30,5,36,"95",6.8
"30535",4,"5","4480","1251","186",41,54,4,9,16,4,9,9,143,30,4,35,"95",8.2
"30536",4,"5","4480","1275","245",45,54,4,9,17,4,167,9,112,30,5,36,"diesel",6
"30537",9,"5","4480","1275","245",9,56,4,127,19,4,170,175,112,30,5,36,"diesel",6
"30538",4,"5","4480","1225","186",41,54,4,9,16,4,9,9,143,30,5,36,"95",7.5
"30539",6,"5","4350","Other","153",41,54,4,9,16,4,9,9,121,30,4,35,"95",7.6
"30540",6,"5","4350","Other","153",41,54,4,9,16,4,9,9,121,30,5,36,"95",6.6
"30541",6,"5","4350","1300","186",41,54,4,9,16,4,9,9,143,30,4,35,"95",8.3
"30542",6,"5","4350","1300","186",41,54,4,9,16,4,9,9,143,30,5,36,"95",7.4
"30544",4,"5","4500","1214","154",41,54,4,9,16,4,9,9,122,30,5,36,"95",6.6
"30545",4,"5","4500","1280","260",45,54,4,9,17,4,167,9,115,30,4,35,"diesel",6.3
"30546",4,"5","4500","1255","260",45,54,4,9,17,4,167,9,115,30,5,36,"diesel",4.8
"30547",4,"5","4500","1220","186",41,54,4,9,16,4,9,9,143,30,4,35,"95",8.8
"30548",4,"5","4500","1220","186",41,54,4,9,16,4,9,9,143,30,5,36,"95",8
"30549",9,"5","4480","1287","156",46,56,4,65,18,4,171,175,126,30,6,35,"95",6.8
"30550",9,"5","4480","1253","156",46,56,4,65,18,4,171,175,126,30,6,36,"95",6.5
"30551",9,"5","4480","1293","194",46,56,4,65,18,4,171,175,156,30,6,35,"95",7.9
"30552",9,"5","4480","1328","194",46,56,4,65,18,4,171,175,156,30,6,36,"95",7.8
"30553",2,"5","4480","1252","157",41,54,4,9,16,4,9,9,126,30,6,35,"95",7
"30554",2,"5","4480","1227","157",41,54,4,9,16,4,9,9,126,30,6,36,"95",6.6
"30555",2,"5","4480","1288","194,2",42,54,4,9,16,4,9,9,150,30,4,35,"95",7.9
"30556",2,"5","4480","1274","194,2",41,54,4,9,16,4,9,9,150,30,6,36,"95",7.8
"30557",4,"5","4530","1261","156",42,54,4,9,16,4,9,9,126,30,6,35,"95",7
"30558",4,"5","4530","1236","157",42,54,4,9,16,4,9,9,126,30,6,36,"95",6.6
"30559",4,"5","4530","1293","194",42,54,4,9,16,4,9,9,150,30,6,35,"95",7.9
"30560",6,"5","4350","Other","157",41,54,4,9,16,4,9,9,130,30,6,35,"95",6.8
"30561",6,"5","4350","1194","157",41,54,4,9,16,4,9,9,130,30,6,36,"95",6.5
"30564",2,"5","4530","1265","194",41,54,4,9,16,4,9,9,150,30,6,35,"95",7.2
"30565",2,"5","4530","1242","194",41,54,4,9,16,4,9,9,150,30,6,36,"95",6.9
"30566",4,"5","4560","1178","157",41,54,4,9,16,4,9,9,130,30,6,35,"95",6.8
"30567",4,"5","4560","1191","167",44,54,4,9,16,4,9,9,140,30,6,35,"95",7.2
"30568",4,"5","4560","1159","167",44,54,4,9,16,4,9,9,140,30,6,36,"95",6.9
"30569",4,"5","4560","1178","157",41,54,4,9,16,4,9,9,130,30,6,36,"95",6.5
"30570",4,"5","4560","1239","194",41,54,4,9,16,4,9,9,150,30,6,35,"95",7.2
"30571",4,"5","4560","1178","157",41,54,4,9,16,4,9,9,130,30,6,35,"95",7
"30572",4,"5","4560","1178","157",41,54,4,9,16,4,9,9,130,30,6,36,"95",6.7
"30573",4,"5","4560","1239","194",41,54,4,9,16,4,9,9,150,30,6,35,"95",7.4
"30577",4,"5","4696","1250","153",41,54,4,9,16,4,9,9,114,30,4,35,"92",11
"30578",4,"5","4696","1220","153",41,54,4,9,16,4,9,9,114,30,5,36,"92",9.3
"30579",4,"5","4696","1260","171",41,54,4,9,16,4,9,9,131,30,4,35,"92",12.1
"30580",4,"5","4696","1234","171",41,54,4,9,16,4,9,9,131,30,5,36,"92",9.7
"30581",4,"5","4731","1250","153",41,54,4,9,16,4,9,9,114,30,4,35,"92",11
"30582",4,"5","4731","1220","153",41,54,4,9,16,4,9,9,114,30,5,36,"92",9.3
"30583",4,"5","4731","1260","171",41,54,4,9,16,4,9,9,131,30,4,35,"92",12.1
"30584",4,"5","4731","1234","171",41,54,4,9,16,4,9,9,131,30,5,36,"92",9.7
"30585",8,"5","4750","1300","153",41,54,4,9,16,4,9,9,114,30,4,35,"92",11
"30586",8,"5","4750","1274","153",41,54,4,9,16,4,9,9,114,30,5,36,"92",9.3
"30587",8,"5","4750","1330","171",41,54,4,9,16,4,9,9,131,30,4,35,"92",12.1
"30588",8,"5","4750","1298","171",41,54,4,9,16,4,9,9,131,30,5,36,"92",9.7
"30589",9,"5","4731","1233","152",46,56,4,77,18,4,171,9,116,30,4,35,"92",10.9
"30602",4,"5","4696","1250","153",41,54,4,9,16,4,9,9,115,30,4,35,"92",9
"30603",4,"5","4696","1220","153",41,54,4,9,16,4,9,9,115,30,5,36,"92",8.8
"30604",4,"5","4696","1280","179",41,54,4,9,16,4,9,9,137,30,4,35,"92",8.8
"30605",4,"5","4696","1250","179",41,54,4,9,16,4,9,9,137,30,5,36,"92",9
"30606",4,"5","4731","1305","171",41,54,4,9,16,4,9,9,133,30,4,35,"92",9.2
"30607",4,"5","4731","1260","186",41,54,4,9,16,4,9,9,146,30,4,35,"92",9.2
"30608",4,"5","4731","1270","171",41,54,4,9,16,4,9,9,133,30,5,36,"92",9.2
"30611",3,"2","3880","1080","167",41,54,4,9,16,4,9,9,135,30,5,36,"95",8.6
"30612",3,"2","3880","1085","155",41,54,4,9,16,4,9,9,136,30,5,36,"95",8.9
"30613",3,"2","3880","1070","186",41,54,4,9,16,4,9,9,151,30,5,36,"95",8.7
"30614",4,"5","5020","1690","227",41,53,6,9,16,4,9,9,173,29,4,35,"95",11.5
"30615",4,"5","5020","1700","260",41,53,6,9,16,4,9,9,191,29,4,35,"95",12.7
"30616",4,"5","5020","1700","266",41,53,6,9,16,4,9,9,202,29,4,35,"95",13.1
"30617",4,"5","5020","1750","319",41,53,6,9,16,4,9,9,227,29,4,35,"95",14.9
"30618",6,"5","4340","1228","167",44,54,4,9,16,4,9,9,140,30,6,35,"95",6.4
"30619",6,"5","4340","1195","167",44,54,4,9,16,4,9,9,140,30,6,36,"95",6
